curso,ano,prova,tipoquestao,idquestao,objeto,objetodetalhado,gabarito,acertoscurso,acertosregiao,acertosbrasil,acertosdif,texto,imagem,urlprova,urlsintese,urlcurso,urlcrop
CC,2017,Geral,Discursiva,D1,"Ética, democracia e cidadania; responsabilidade social; sociodiversidade e multiculturalismo.","P 01: ético e comprometido com as questões sociais, culturais e ambientais;
R 02: ler, interpretar e produzir textos com clareza e coerência;
OC 01: ética, democracia e cidadania;
OC 08: responsabilidade social;
OC 09: sociodiversidade e multiculturalismo.",-,"43,7","52,1","52,8","-9,1",,,http://download.inep.gov.br/educacao_superior/enade/provas/2017/03_CIE_COM_BACHAREL_BAIXA.pdf,http://download.inep.gov.br/educacao_superior/enade/relatorio_sintese/2017/Ciencia_da_Computacao.pdf,http://enadeies.inep.gov.br/enadeResultadoPDF/2017/relatorio/cursos/40040058243169070000013881.pdf,
